ID,__name__,released,starring,originating from,directed by,produced by,distributed by,edited by,screenwriter,music by
47150,The Death of Mr. Lazarescu,2005,Dragoș Bucur,Romania,Cristi Puiu,Alexandru Munteanu,Vudu,Dana Bunescu,Cristi Puiu,Andreea Păduraru
4716,Bad Timing,1980,Art Garfunkel,United Kingdom,Nicolas Roeg,Jeremy Thomas,Netflix,Tony Lawson,Yale Udoff,Richard Hartley
4717,The Big Brawl,1980,José Ferrer,United States of America,Robert Clouse,Raymond Chow,Netflix,George Grenville,Robert Clouse,Lalo Schifrin
4719,Osmosis Jones,2001,Chris Rock,United States of America,Bobby Farrelly,Zak Penn,Warner Bros.,Lois Freeman-Fox,Marc Hyman,Randy Edelman
47196,The Rainmaker,1956,Katharine Hepburn,United States of America,Joseph Anthony,Hal B. Wallis,Paramount Pictures,Warren Low,N. Richard Nash,Alex North
472,I'll Do Anything,1994,Anne Heche,United States of America,James L. Brooks,Polly Platt,Columbia Pictures,Richard Marks,James L. Brooks,Hans Zimmer
4720,The Others,2001,Nicole Kidman,Spain,Alejandro Amenábar,José Luis Cuerda,Lucky Red Distribuzione,Nacho Ruiz Capillas,Alejandro Amenábar,Alejandro Amenábar
47200,Crank,2006,Sam Witwer,United States of America,Brian Taylor,Skip Williamson,Lionsgate,Brian Berdan,Brian Taylor,Paul Haslinger
4721,American Outlaws,2001,Gregory Smith,United States of America,Les Mayfield,James G. Robinson,Warner Bros.,Michael Tronick,John Rogers,Trevor Rabin
47237,Day of the Falcon,2006,Freida Pinto,Italy,Jean-Jacques Annaud,Tarak Ben Ammar,Hulu,Hervé Schneid,Jean-Jacques Annaud,James Horner
47254,Chaos,2005,Jason Statham,United Kingdom,Tony Giglio,Mark Williams,Netflix,Sean Barton,Tony Giglio,Trevor Jones
4727,Captain Corelli's Mandolin,2001,Nicolas Cage,United States of America,John Madden,Eric Fellner,Miramax,Mick Audsley,Shawn Slovo,Stephen Warbeck
47277,They Won't Believe Me,1947,Don Beddoe,United States of America,Irving Pichel,Joan Harrison,RKO Pictures,Elmo Williams,Jonathan Latimer,Roy Webb
4728,Rat Race,2001,John Cleese,Canada,Jerry Zucker,Jerry Zucker,Paramount Pictures,Tom Lewis,Andy Breckman,John Powell
47285,The Left Hand of God,1955,Humphrey Bogart,United States of America,Edward Dmytryk,Buddy Adler,20th Century Studios,Dorothy Spencer,Alfred Hayes,Victor Young
47287,Compulsion,1959,Orson Welles,United States of America,Richard Fleischer,Richard D. Zanuck,20th Century Studios,William H. Reynolds,Richard Murphy,Lionel Newman
47306,A Canterbury Tale,1944,Kim Hunter,United Kingdom,Emeric Pressburger,Michael Powell,Netflix,John Seabourne,Michael Powell,Allan Gray
4732,Bubble Boy,2001,Geoffrey Arend,United States of America,Blair Hayes,Beau Flynn,Netflix,Pamela Martin,Ken Daurio,John Ottman
4733,The Curse of the Jade Scorpion,2001,Woody Allen,United States of America,Woody Allen,Charles H. Joffe,DreamWorks,Alisa Lepselter,Woody Allen,Dick Hyman
4734,Jay and Silent Bob Strike Back,2001,Matt Damon,United States of America,Kevin Smith,Scott Mosier,Miramax,Scott Mosier,Kevin Smith,James L. Venable
47342,Angels Over Broadway,1940,Rita Hayworth,United States of America,Ben Hecht,Douglas Fairbanks Jr.,Columbia Pictures,Gene Havlick,Ben Hecht,George Antheil
4738,Happy Accidents,2000,Vincent D'Onofrio,United States of America,Brad Anderson,Caroline Kaplan,Netflix,Brad Anderson,Brad Anderson,Evan Lurie
47382,Step Up,2006,Rachel Griffiths,United States of America,Anne Fletcher,Adam Shankman,Netflix,Nancy Richardson,Melissa Rosenberg,Aaron Zigman
474,In the Line of Fire,1993,Clint Eastwood,United States of America,Wolfgang Petersen,Gail Katz,Columbia Pictures,Anne V. Coates,Jeff Maguire,Ennio Morricone
4741,Together,2000,Michael Nyqvist,Italy,Lukas Moodysson,Lars Jönsson,Sonet Film,Fredrik Abrahamsen,Lukas Moodysson,ABBA
47423,Half Nelson,2006,Ryan Gosling,United States of America,Ryan Fleck,Jamie Patricof,Netflix,Anna Boden,Anna Boden,Broken Social Scene
4746,Waking Up in Reno,2002,Holmes Osborne,United States of America,Jordan Brady,Robert Salerno,Miramax,Lisa Zeno Churgin,Brent Briscoe,Marty Stuart
47465,Tideland,2005,Jeff Bridges,Canada,Terry Gilliam,Jeremy Thomas,Netflix,Lesley Walker,Terry Gilliam,Mychael Danna
47477,Good News,1947,June Allyson,United States of America,Charles Walters,Arthur Freed,Metro-Goldwyn-Mayer,Albert Akst,Betty Comden,Conrad Salinger
47491,Adam's Apples,2005,Paprika Steen,Denmark,Anders Thomas Jensen,Mie Andreasen,Nordisk Film,Anders Villadsen,Anders Thomas Jensen,Jeppe Kaas
47493,Cabin in the Sky,1943,Louis Armstrong,United States of America,Busby Berkeley,Arthur Freed,Metro-Goldwyn-Mayer,Harold F. Kress,Marc Connelly,Vernon Duke
475,In the Name of the Father,1993,Daniel Day-Lewis,United States of America,Jim Sheridan,Jim Sheridan,Universal Pictures,Gerry Hambling,Jim Sheridan,Trevor Jones
47525,Lie with Me,2005,Lauren Lee Smith,Canada,Clement Virgo,Damon D'Oliveira,Netflix,Susan Maggi,Tamara Faith Berger,Byron Wong
4753,Vamp,1986,Sandy Baron,United States of America,Richard Wenk,Donald P. Borchers,Netflix,Marc Grossman,Richard Wenk,Jonathan Elias
47538,Crime Busters,1977,Luciano Rossi,Italy,Enzo Barboni,Josi W. Konski,MOKÉP,Eugenio Alabiso,Enzo Barboni,Guido De Angelis
4756,The Musketeer,2001,Justin Chambers,United States of America,Peter Hyams,Jan Fantl,Universal Pictures,Terry Rawlings,Gene Quintano,David Arnold
4757,Rock Star,2001,Mark Wahlberg,United States of America,Stephen Herek,George Clooney,Warner Bros.,Trudy Ship,John Stockwell,Trevor Rabin
4759,Two Can Play That Game,2001,Mo'Nique,United States of America,Mark Brown,Doug McHenry,Screen Gems,Earl Watson,Mark Brown,Marcus Miller
47606,Captain January,1936,George Irving,United States of America,David Butler,Darryl F. Zanuck,Netflix,Irene Morra,Sam Hellman,Lew Pollack
47610,The Illusionist,2006,Jessica Biel,United States of America,Neil Burger,Bob Yari,Netflix,Naomi Geraghty,Neil Burger,Philip Glass
47615,Adventures of Don Juan,1948,Mary,United States of America,Vincent Sherman,Jerry Wald,Warner Bros.,Alan Crosland,Harry Kurnitz,Max Steiner
47619,State of the Union,1948,Spencer Tracy,United States of America,Frank Capra,Frank Capra,Metro-Goldwyn-Mayer,William Hornbeck,Anthony Veiller,Victor Young
47629,The Queen,2006,Diana,Italy,Stephen Frears,Andy Harries,Pathé,Lucia Zucchetti,Peter Morgan,Alexandre Desplat
47634,36 Quai des Orfèvres,2004,Gérard Depardieu,Italy,Olivier Marchal,Cyril Colbeau-Justin,Gaumont Film Company,Hugues Darmois,Olivier Marchal,Axelle Renoir
47640,Beerfest,2006,James Roday Rodriguez,United States of America,Jay Chandrasekhar,Bill Gerber,Warner Bros.,Lee Haxall,Kevin Heffernan,Nathan Barr
47644,Invincible,2006,Mark Wahlberg,United States of America,Ericson Core,Mark Ciardi,Walt Disney Pictures,Gerald B. Greenberg,Brad Gann,Mark Isham
47646,Idlewild,2006,Terrence Howard,United States of America,Bryan Barber,Charles Roven,Universal Pictures,Anne Goursaud,Bryan Barber,John Debney
47670,The Syrian Bride,2004,Hiam Abbass,France,Eran Riklis,Antoine de Clermont-Tonnerre,Entertainment One Films,Tova Asher,Suha Arraf,Cyril Morin
4769,Into the Arms of Strangers: Stories of the Kindertransport,2000,Judi Dench,United States of America,Mark Jonathan Harris,Deborah Oppenheimer,Warner Bros.,Kate Amend,Mark Jonathan Harris,Lee Holdridge
4770,The Glass House,2001,Leelee Sobieski,United States of America,Daniel Sackheim,Neal H. Moritz,Columbia Pictures,Howard E. Smith,Wesley Strick,Christopher Young
4771,Hardball,2001,Keanu Reeves,Germany,Brian Robbins,Michael Tollin,Paramount Pictures,Ned Bastille,John Gatins,Mark Isham
47714,Blithe Spirit,1945,Noël Coward,United Kingdom,David Lean,Noël Coward,Netflix,Jack Harris,Noël Coward,Richard Addinsell
47719,The Music Box,1932,Stan Laurel,United States of America,James Parrott,Hal Roach,Metro-Goldwyn-Mayer,Richard C. Currier,H. M. Walker,Harry Graham
47721,The Red Balloon,1956,Georges Sellier,France,Albert Lamorisse,Albert Lamorisse,Netflix,Pierre Gillette,Albert Lamorisse,Maurice Le Roux
47723,Way Out West,1937,Stan Laurel,United States of America,James W. Horne,Hal Roach,Metro-Goldwyn-Mayer,Bert Jordan,Stan Laurel,Marvin Hatley
47725,Angel-A,2005,Jamel Debbouze,France,Luc Besson,TF1,EuropaCorp,Frédéric Thoraval,Luc Besson,Anja Garbarek
47728,Green for Danger,1946,Henry Edwards,United Kingdom,Sidney Gilliat,Frank Launder,Netflix,Thelma Connell,Christianna Brand,William Alwyn
47736,A Chump at Oxford,1940,Stan Laurel,United States of America,Alfred J. Goulding,Hal Roach,United Artists Corporation,Bert Jordan,Stan Laurel,Marvin Hatley
4774,Big Trouble,2002,Zooey Deschanel,United States of America,Barry Sonnenfeld,Barry Josephson,Netflix,Steven Weisberg,Robert Ramsey,James Newton Howard
47740,Block-Heads,1938,Harry Earles,United States of America,John G. Blystone,Hal Roach,Metro-Goldwyn-Mayer,Bert Jordan,Harry Langdon,Marvin Hatley
4775,Glitter,2001,Mariah Carey,United States of America,Vondie Curtis-Hall,Laurence Mark,20th Century Studios,Jeff Freeman,Kate Lanier,Terence Blanchard
4776,Training Day,2001,Snoop Dogg,United States of America,Antoine Fuqua,Robert Newmyer,Netflix,Conrad Buff IV,David Ayer,Mark Mancina
478,Jimmy Hollywood,1994,James Pickens,United States of America,Barry Levinson,Mark Johnson,Paramount Pictures,Jay Rabinowitz,Barry Levinson,Robbie Robertson
47805,Lassie,2005,Peter O'Toole,Republic of Ireland,Charles Sturridge,Charles Sturridge,Netflix,Peter Coulson,Charles Sturridge,Adrian Johnston
4784,The French Lieutenant's Woman,1981,Meryl Streep,United States of America,Karel Reisz,Leon Clore,United Artists Corporation,John Bloom,Harold Pinter,Carl Davis
4786,The Legend of Hell House,1973,Roddy McDowall,United Kingdom,John Hough,Albert Fennell,20th Century Studios,Geoffrey Foot,Richard Matheson,Delia Derbyshire
4787,Little Man Tate,1991,Jodie Foster,United States of America,Jodie Foster,Scott Rudin,Orion Pictures,Lynzee Klingman,Scott Frank,Mark Isham
4789,Phantom of the Paradise,1974,Robin Mattson,United States of America,Brian De Palma,Edward R. Pressman,20th Century Studios,Paul Hirsch,Brian De Palma,Paul Williams
47894,The Wind That Shakes the Barley,2006,Cillian Murphy,Spain,Ken Loach,Rebecca O'Brien,Pathé,Jonathan Morris,Paul Laverty,George Fenton
4790,The Return of a Man Called Horse,1976,Richard Harris,United States of America,Irvin Kershner,Richard Harris,United Artists Corporation,Michael Kahn,Jack DeWitt,Laurence Rosenthal
47904,White Nights,1957,Marcello Mastroianni,Italy,Luchino Visconti,Franco Cristaldi,Netflix,Mario Serandrei,Luchino Visconti,Nino Rota
47907,Fateless,2005,Daniel Craig,Hungary,Lajos Koltai,Péter Barbalics,InterCom,Hajnal Sellő,Imre Kertész,Ennio Morricone
47927,The Sign of the Cross,1932,James Millican,United States of America,Cecil B. DeMille,Cecil B. DeMille,Paramount Pictures,Anne Bauchens,Sidney Buchman,Rudolph G. Kopp
4794,Opera,1987,Dario Argento,United States of America,Dario Argento,Dario Argento,Orion Pictures,Franco Fraticelli,Dario Argento,Brian Eno
4795,Father Goose,1964,Cary Grant,United States of America,Ralph Nelson,Robert Arthur,Universal Pictures,Ted J. Kent,Frank Tarloff,Cy Coleman
47952,The Covenant,2006,Kyle Schmid,United States of America,Renny Harlin,Gary Lucchesi,Screen Gems,Nicolas De Toth,J. S. Cardone,Tomandandy
47956,Jesse James,1939,Henry Fonda,United States of America,Henry King,Darryl F. Zanuck,20th Century Studios,Barbara McLean,Nunnally Johnson,Louis Silvers
4796,The Grass Is Greener,1960,Robert Mitchum,United Kingdom,Stanley Donen,Milton Sperling,Universal Pictures,James B. Clark,Hugh Williams,Noël Coward
4797,A Hole in the Head,1959,Edward G. Robinson,United States of America,Frank Capra,Frank Capra,Netflix,William Hornbeck,Arnold Schulman,Nelson Riddle
47970,The Last Kiss,2006,Blythe Danner,United States of America,Tony Goldwyn,Gary Lucchesi,01 Distribution,Lisa Zeno Churgin,Paul Haggis,Michael Penn
47972,Gabrielle,2005,Isabelle Huppert,Italy,Patrice Chéreau,Patrice Chéreau,Netflix,François Gédigier,Patrice Chéreau,Fabio Vacchi
47976,Trust the Man,2005,Julianne Moore,United States of America,Bart Freundlich,Sidney Kimmel,Searchlight Pictures,John Gilroy,Bart Freundlich,Clint Mansell
4798,Indiscreet,1958,Cary Grant,United Kingdom,Stanley Donen,Stanley Donen,Warner Bros.,Jack Harris,Norman Krasna,Richard Rodney Bennett
4799,"It's a Mad, Mad, Mad, Mad World",1963,Edie Adams,United States of America,Stanley Kramer,Stanley Kramer,United Artists Corporation,Frederic Knudtson,William Rose,Ernest Gold
47997,Idiocracy,2006,Luke Wilson,United States of America,Mike Judge,Mike Judge,20th Century Studios,David Rennie,Mike Judge,Theodore Shapiro
480,Jurassic Park,1993,Richard Attenborough,United States of America,Steven Spielberg,Steven Spielberg,iTunes,Michael Kahn,Michael Crichton,John Williams
4801,The Little Foxes,1941,Patricia Collinge,United States of America,William Wyler,Samuel Goldwyn,RKO Pictures,Daniel Mandell,Dorothy Parker,Meredith Willson
4802,Operation Petticoat,1959,Dina Merrill,United States of America,Blake Edwards,Robert Arthur,Universal Pictures,Frank Gross,Maurice Richlin,Henry Mancini
48032,The Tiger and the Snow,2005,Roberto Benigni,Italy,Roberto Benigni,Nicoletta Braschi,Netflix,Massimo Fiocchi,Roberto Benigni,Nicola Piovani
48035,Pretty Poison,1968,Anthony Perkins,United States of America,Noel Black,Lawrence Turman,20th Century Studios,William H. Ziegler,Lorenzo Semple,Johnny Mandel
4804,Pocketful of Miracles,1961,Fritz Feld,United States of America,Frank Capra,Frank Capra,United Artists Corporation,Frank P. Keller,Robert Riskin,Walter Scharf
48043,The Fountain,2006,Rachel Weisz,United States of America,Darren Aronofsky,Arnon Milchan,Warner Bros.,Jay Rabinowitz,Darren Aronofsky,Clint Mansell
4805,Sayonara,1957,Marlon Brando,United States of America,Joshua Logan,William Goetz,Warner Bros.,Arthur P. Schmidt,Paul Osborn,Franz Waxman
48057,Union Pacific,1939,Ray Mala,United States of America,Cecil B. DeMille,Cecil B. DeMille,Netflix,Anne Bauchens,C. Gardner Sullivan,John Leipold
4808,The Vanishing,1993,Sandra Bullock,United States of America,George Sluizer,Larry Brezner,InterCom,Bruce Green,Todd Graff,Jerry Goldsmith
48084,City for Conquest,1940,Joseph Crehan,United States of America,Anatole Litvak,Anatole Litvak,Warner Bros.,William Holmes,John Wexley,Max Steiner
4809,Silkwood,1983,Meryl Streep,United States of America,Mike Nichols,Michael Hausman,20th Century Studios,Sam O'Steen,Nora Ephron,Georges Delerue
4811,Quadrophenia,1979,Sting,United Kingdom,Franc Roddam,Bill Curbishley,Universal Pictures,Sean Barton,Pete Townshend,Pete Townshend
48123,The Long Voyage Home,1940,J. M. Kerrigan,United States of America,John Ford,Walter Wanger,United Artists Corporation,Sherman Todd,Dudley Nichols,Richard Hageman
48127,Not as a Stranger,1955,Robert Mitchum,United States of America,Stanley Kramer,Stanley Kramer,United Artists Corporation,Frederic Knudtson,Edna Anhalt,George Antheil
4813,When Worlds Collide,1951,Barbara Rush,United States of America,Rudolph Maté,George Pal,Paramount Pictures,Arthur P. Schmidt,Sydney Boehm,Leith Stevens
4814,Don't Say a Word,2001,Brittany Murphy,United States of America,Gary Fleder,Arnold Kopelson,Netflix,Armen Minasian,Anthony Peckham,Mark Isham
48142,The Black Dahlia,2006,Fiona Shaw,United States of America,Brian De Palma,Art Linson,Universal Pictures,Bill Pankow,James Ellroy,Mark Isham
4816,Zoolander,2001,Victoria Beckham,Germany,Ben Stiller,Ben Stiller,Paramount Pictures,Greg Hayden,Ben Stiller,David Arnold
48165,The Seventh Continent,1989,Udo Samel,Austria,Michael Haneke,Veit Heiduschka,Netflix,Marie Homolkova,Michael Haneke,Alban Berg
48177,Wonder Man,1945,S. Z. Sakall,United States of America,H. Bruce Humberstone,Samuel Goldwyn,RKO Pictures,Daniel Mandell,Melville Shavelson,Ray Heindorf
48193,Lisbon Story,1994,Manoel de Oliveira,Germany,Wim Wenders,Wim Wenders,Netflix,Peter Przygodda,Wim Wenders,Madredeus
4822,Max Keeble's Big Move,2001,Tony Hawk,United States of America,Tim Hill,Mike Karz,Walt Disney Studios Motion Pictures,Peck Prior,Jonathan Bernstein,Michael Wandmacher
4823,Serendipity,2001,John Cusack,United States of America,Peter Chelsom,Robert L. Levy,Miramax,Christopher Greenbury,Marc Klein,Alan Silvestri
48239,Yuva,2004,Esha Deol,India,Mani Ratnam,Mani Ratnam,Netflix,A. Sreekar Prasad,Mani Ratnam,A. R. Rahman
4826,The Big Red One,1980,Stéphane Audran,United States of America,Samuel Fuller,Gene Corman,United Artists Corporation,Morton Tubor,Samuel Fuller,Dana Kaproff
48264,Vixen!,1968,Russ Meyer,United States of America,Russ Meyer,Russ Meyer,RM Films International,Russ Meyer,Russ Meyer,Igo Kantor
4828,La Boum,1980,Claude Brasseur,France,Claude Pinoteau,Marcel Dassault,Gaumont Film Company,Marie-Josèphe Yoyotte,Claude Pinoteau,Richard Sanderson
4829,Lady in a Cage,1964,James Caan,United States of America,Walter Grauman,Luther Davis,Paramount Pictures,Leon Barsha,Luther Davis,Paul Glass
483,King of the Hill,1993,Lauryn Hill,United States of America,Steven Soderbergh,Albert Berger,Netflix,Steven Soderbergh,Steven Soderbergh,Cliff Martinez
4830,Brubaker,1980,Morgan Freeman,United States of America,Bob Rafelson,Ted Mann,20th Century Studios,Robert Brown,W. D. Richter,Lalo Schifrin
48301,The Private Life of Henry VIII,1933,Helen Maud Holt,United Kingdom,Alexander Korda,Alexander Korda,United Artists Corporation,Stephen C. Harrison,Lajos Bíró,Kurt Schröder
48304,Apocalypto,2006,Rudy Youngblood,United States of America,Mel Gibson,Mel Gibson,Netflix,John Wright,Mel Gibson,James Horner
48315,Raintree County,1957,Lee Marvin,United States of America,Edward Dmytryk,Millard Kaufman,Metro-Goldwyn-Mayer,John Dunning,Millard Kaufman,Johnny Green
4832,Carny,1980,Jodie Foster,United States of America,Robert Kaylor,Robbie Robertson,United Artists Corporation,Stuart H. Pappé,Robbie Robertson,Alex North
48326,All the King's Men,2006,Anthony Hopkins,United States of America,Steven Zaillian,Mike Medavoy,Columbia Pictures,Wayne Wahrman,Steven Zaillian,James Horner
4833,The Changeling,1980,J. Kenneth Campbell,Canada,Peter Medak,Garth Drabinsky,ITC Entertainment,Lou Lombardo,William Gray,Rick Wilkins
4835,Coal Miner's Daughter,1980,Tommy Lee Jones,United States of America,Michael Apted,Bernard Schwartz,Universal Pictures,Arthur Schmidt,Loretta Lynn,Owen Bradley
4837,Cruising,1980,Powers Boothe,United States of America,William Friedkin,Jerry Weintraub,Lorimar Television,Bud S. Smith,William Friedkin,Jack Nitzsche
48385,Borat,2006,Sacha Baron Cohen,United States of America,Larry Charles,Sacha Baron Cohen,InterCom,Craig Alpert,Sacha Baron Cohen,Erran Baron Cohen
4840,The Last Metro,1980,Sabine Haudepin,France,François Truffaut,François Truffaut,Gaumont Film Company,Martine Barraqué,François Truffaut,Georges Delerue
48407,The Conqueror,1956,Susan Hayward,United States of America,Dick Powell,Howard Hughes,RKO Pictures,Stuart Gilmore,Oscar Millard,Victor Young
48412,The Guardian,2006,Clancy Brown,United States of America,Andrew Davis,Beau Flynn,Fórum Hungary,Dennis Virkler,Ron L. Brinkerhoff,Trevor Rabin
48416,School for Scoundrels,2006,Luis Guzmán,United States of America,Todd Phillips,Bob Weinstein,Metro-Goldwyn-Mayer,Leslie Jones,Todd Phillips,Christophe Beck
4842,The Dogs of War,1980,Christopher Walken,United Kingdom,John Irvin,Norman Jewison,United Artists Corporation,Antony Gibbs,Frederick Forsyth,Geoffrey Burgon
4844,Bandits,2001,Cate Blanchett,United States of America,Barry Levinson,Barry Levinson,Metro-Goldwyn-Mayer,Stu Linder,Harley Peyton,Christopher Young
48458,Sidewalks of London,1938,Charles Laughton,United Kingdom,Tim Whelan,Charles Laughton,Paramount Pictures,Robert Hamer,Charles Laughton,Arthur Johnston
4848,Mulholland Drive,2001,Naomi Watts,United States of America,David Lynch,Alain Sarde,Universal Pictures,Mary Sweeney,David Lynch,Angelo Badalamenti
485,Last Action Hero,1993,Arnold Schwarzenegger,United States of America,John McTiernan,Arnold Schwarzenegger,InterCom,Richard A. Harris,Zak Penn,Michael Kamen
48516,The Departed,2006,Leonardo DiCaprio,United States of America,Martin Scorsese,Brad Pitt,InterCom,Thelma Schoonmaker,William Monahan,Howard Shore
48528,Sirocco,1951,Ludwig Donath,United States of America,Curtis Bernhardt,Robert Lord,Netflix,Viola Lawrence,Hans Jacoby,George Antheil
4853,Brannigan,1975,John Wayne,United Kingdom,Douglas Hickox,Arthur Gardner,United Artists Corporation,Malcolm Cooke,Christopher Trumbo,Dominic Frontiere
48536,Dante's Inferno,1935,Don Ameche,United States of America,Harry Lachman,Sol M. Wurtzel,20th Century Studios,Alfred DeGaetano,Philip Klein,Reginald Hazeltine Bassett
48567,Dillinger,1945,Ludwig Stössel,United States of America,Max Nosseck,King Brothers Productions,Monogram Pictures,Otho Lovering,Philip Yordan,Dimitri Tiomkin
4857,Fiddler on the Roof,1971,Paul Mann,United States of America,Norman Jewison,Norman Jewison,United Artists Corporation,Antony Gibbs,Joseph Stein,John Williams
48575,Brute Force,1947,Burt Lancaster,United States of America,Jules Dassin,Mark Hellinger,Universal Pictures,Edward Curtiss,Richard Brooks,Miklós Rózsa
48584,Ellie Parker,2005,Naomi Watts,United States of America,Scott Coffey,Naomi Watts,Netflix,Matt Chesse,Scott Coffey,Neil Jackson
48591,The Grudge 2,2006,Jenna Dewan,United States of America,Takashi Shimizu,Rob Tapert,Columbia Pictures,Jeff Betancourt,Takashi Shimizu,Christopher Young
48598,Infamous,2006,Sandra Bullock,United States of America,Douglas McGrath,Christine Vachon,Netflix,Camilla Toniolo,Douglas McGrath,Rachel Portman
486,Life with Mikey,1993,Cyndi Lauper,United States of America,James Lapine,Scott Rudin,Netflix,Robert Leighton,Marc Lawrence,Alan Menken
48638,Fellini's Casanova,1976,Reggie Nalder,Italy,Federico Fellini,Alberto Grimaldi,Universal Pictures,Ruggero Mastroianni,Federico Fellini,Nino Rota
4865,From Hell,2001,Johnny Depp,United States of America,Albert Hughes,Jane Hamsher,Netflix,Dan Lebental,Alan Moore,Trevor Jones
4866,The Last Castle,2001,Robert Redford,United States of America,Rod Lurie,Robert Lawrence,United International Pictures,Michael Jablow,Graham Yost,Jerry Goldsmith
48660,Atomised,2006,Nina Hoss,Germany,Oskar Roehler,Bernd Eichinger,Momentum Pictures,Peter R. Adam,Oskar Roehler,Martin Todsharow
487,Lightning Jack,1994,Cuba Gooding Jr.,Australia,Simon Wincer,Simon Wincer,Netflix,O. Nicholas Brown,Paul Hogan,Bruce Rowland
48700,Marie Antoinette,1938,Gustav von Seyffertitz,United States of America,Jacques Tourneur,Irving Thalberg,Loews Cineplex Entertainment,Robert J. Kern,F. Scott Fitzgerald,Herbert Stothart
48704,F.I.S.T.,1978,Sylvester Stallone,United States of America,Norman Jewison,Gene Corman,United Artists Corporation,Graeme Clifford,Sylvester Stallone,Bill Conti
4871,Focus,2001,Laura Dern,United States of America,Neal Slavin,Michael Bloomberg,Netflix,Tariq Anwar,Kendrew Lascelles,Mark Adler
48738,The Last King of Scotland,2006,Forest Whitaker,Germany,Kevin Macdonald,Andrea Calderwood,InterCom,Justine Wright,Jeremy Brock,Alex Heffes
4874,K-PAX,2001,Kevin Spacey,United States of America,Iain Softley,Lawrence Gordon,Universal Pictures,Craig McKay,Gene Brewer,Edward Shearmur
48744,Shortbus,2006,Jay Brannan,United States of America,John Cameron Mitchell,John Cameron Mitchell,Netflix,Brian A. Kates,John Cameron Mitchell,Yo La Tengo
4876,Thirteen Ghosts,2001,Matthew Lillard,United States of America,Steve Beck,Robert Zemeckis,Warner Bros.,Edward Warschilka,Neal Marshall Stevens,John Frizzell
48774,Children of Men,2006,Julianne Moore,United States of America,Alfonso Cuarón,Marc Abraham,Netflix,Alex Rodríguez,Clive Owen,John Tavener
48780,The Prestige,2006,David Bowie,United Kingdom,Christopher Nolan,Christopher Nolan,InterCom,Lee Smith,Christopher Nolan,David Julyan
48783,Flags of Our Fathers,2006,Chris Bauer,United States of America,Clint Eastwood,Steven Spielberg,InterCom,Joel Cox,Paul Haggis,Clint Eastwood
48791,Flicka,2006,Dallas Roberts,United States of America,Michael Mayer,Gil Netter,Netflix,Andrew Marcus,Mark Rosenthal,Aaron Zigman
488,M. Butterfly,1993,Barbara Sukowa,United States of America,David Cronenberg,Gabriella Martinelli,Netflix,Ronald Sanders,David Cronenberg,Howard Shore
4881,The Man Who Wasn't There,2001,Scarlett Johansson,United States of America,Coen brothers,Coen brothers,Netflix,Tricia Cooke,Coen brothers,Carter Burwell
4885,Domestic Disturbance,2001,Steve Buscemi,United States of America,Harold Becker,Harold Becker,Paramount Pictures,Peter Honess,Lewis Colick,Mark Mancina
48863,Azumi 2: Death or Love,2005,Chiaki Kuriyama,Japan,Shūsuke Kaneko,Mataichirō Yamamoto,Netflix,Shūichi Kakesu,Yū Koyama,Toshirō Imaizumi
4887,The One,2001,Jason Statham,United States of America,James Wong,Charles Newirth,Netflix,James Coblentz,Glen Morgan,Trevor Rabin
48877,Saw III,2006,Danny Glover,United States of America,Darren Lynn Bouseman,Leigh Whannell,Netflix,Kevin Greutert,Leigh Whannell,Charlie Clouser
48879,Catch a Fire,2006,Derek Luke,United Kingdom,Phillip Noyce,Tim Bevan,Universal Pictures,Jill Bilcock,Shawn Slovo,Philip Miller
4888,Tape,2001,Uma Thurman,United States of America,Richard Linklater,Gary Winick,Netflix,Sandra Adair,Stephen Belber,Howard Shore
4889,Heist,2001,Danny DeVito,Canada,David Mamet,Elie Samaha,Warner Bros.,Barbara Tulliver,David Mamet,Theodore Shapiro
489,Made in America,1993,Whoopi Goldberg,United States of America,Richard Benjamin,Michael Douglas,Warner Bros.,Jacqueline Cambas,Holly Goldberg Sloan,Mark Isham
4890,Shallow Hal,2001,Britt Hagedorn,United States of America,Peter Farrelly,Farrelly brothers,20th Century Studios,Christopher Greenbury,Farrelly brothers,Glen Ballard
48909,5 Fingers,1952,Alfred Zeisler,United States of America,Joseph L. Mankiewicz,Otto Lang,20th Century Studios,James B. Clark,Joseph L. Mankiewicz,Bernard Herrmann
48957,The Charge of the Light Brigade,1936,Olivia de Havilland,United States of America,Michael Curtiz,Jack Warner,Netflix,George Amy,Rowland Leigh,Max Steiner
4896,Harry Potter and the Philosopher's Stone,2001,Rupert Grint,United States of America,Chris Columbus,David Heyman,iTunes,Richard Francis-Bruce,J. K. Rowling,John Williams
48997,Perfume: The Story of a Murderer,2006,Dustin Hoffman,Spain,Tom Tykwer,Bernd Eichinger,DreamWorks,Alexander Berner,Tom Tykwer,Tom Tykwer
49007,Arabesque,1966,Sophia Loren,United States of America,Stanley Donen,Stanley Donen,Universal Pictures,Frederick Wilson,Peter Stone,Henry Mancini
4901,Spy Game,2001,Joerg Stadler,United States of America,Tony Scott,Marc Abraham,Universal Pictures,Christian Wagner,David Arata,Harry Gregson-Williams
49013,The Santa Clause 3: The Escape Clause,2006,Alan Arkin,United States of America,Michael Lembeck,Robert Newmyer,Walt Disney Studios Motion Pictures,David Finfer,John J. Strauss,George S. Clinton
