ID,__name__,released,starring,originating from,directed by,produced by,distributed by,edited by,screenwriter,music by
3649,American Gigolo,1980,Richard Gere,United States of America,Paul Schrader,Jerry Bruckheimer,"Paramount Pictures, Netflix",Richard Halsey,Paul Schrader,Giorgio Moroder
365,Little Buddha,1993,Keanu Reeves,"United States of America, Italy, France, United Kingdom, Liechtenstein",Bernardo Bertolucci,Jeremy Thomas,"Miramax, Netflix",Pietro Scalia,"Mark Peploe, Rudy Wurlitzer",Ryuichi Sakamoto
36509,The Cave,2005,Lena Headey,"United States of America, Germany",Bruce Hunt,"Michael Ohoven, Gary Lucchesi, Tom Rosenberg, Richard S. Wright","Netflix, Screen Gems",Brian Berdan,Michael Steinberg,"Reinhold Heil, Johnny Klimek"
3651,The Blood Spattered Bride,1972,Simón Andreu,Spain,Vicente Aranda,Jaime Fernández Cid,"Netflix, Morgana film",Pablo González del Amo,Vicente Aranda,Antonio Pérez Olea
36517,The Constant Gardener,2005,Ralph Fiennes,"United Kingdom, Germany",Fernando Meirelles,Simon Channing-Williams,"Focus Features, Vudu",Claire Simpson,Jeffrey Caine,Alberto Iglesias
3652,City of the Living Dead,1980,Christopher George,Italy,Lucio Fulci,Lucio Fulci,"Netflix, Medusa Film",Vincenzo Tomassi,"Lucio Fulci, Dardano Sacchetti",Fabio Frizzi
36525,Just like Heaven,2005,Reese Witherspoon,United States of America,Mark Waters,"Laurie MacDonald, Walter F. Parkes","DreamWorks, Netflix",Bruce Green,"Peter Tolan, Leslie Dixon",Rolfe Kent
36527,Proof,2005,Roshan Seth,"United States of America, United Kingdom",John Madden,Alison Owen,"Miramax, Netflix",Mick Audsley,"David Auburn, Rebecca Miller",Stephen Warbeck
36529,Lord of War,2005,Nicolas Cage,"United States of America, Germany",Andrew Niccol,"Nicolas Cage, Chris Roberts, Andrew Niccol","Netflix, Lionsgate Films",Zach Staenberg,Andrew Niccol,Antonio Pinto
36533,Cry Wolf,2005,Jon Bon Jovi,United States of America,Jeff Wadlow,Seth Gordon,"Netflix, Eagle Pictures",Seth Gordon,Jeff Wadlow,Michael Wandmacher
36535,Everything Is Illuminated,2005,Jonathan Safran Foer,United States of America,Liev Schreiber,Marc Turtletaub,"Netflix, Warner Independent Pictures",Andrew Marcus,Liev Schreiber,Paul Cantelon
3654,The Guns of Navarone,1961,Anthony Quinn,"United States of America, United Kingdom",J. Lee Thompson,Carl Foreman,"Columbia Pictures, Netflix",Alan Osbiston,Carl Foreman,Dimitri Tiomkin
36553,In Old Chicago,1937,Gustav von Seyffertitz,United States of America,"Henry King, Robert D. Webb","Darryl F. Zanuck, Kenneth Macgowan","20th Century Studios, Netflix",Barbara McLean,"Sonya Levien, Niven Busch, Lamar Trotti",Sidney Clare
36576,Now and Forever,1934,Akim Tamiroff,United States of America,Henry Hathaway,Louis D. Lighton,"Paramount Pictures, Netflix",Ellsworth Hoagland,Vincent Lawrence,Harry Revel
3658,Quatermass and the Pit,1967,James Donald,United Kingdom,Roy Ward Baker,Anthony Nelson Keys,"Associated British Picture Corporation, Netflix",James Needs,Nigel Kneale,Tristram Cary
3659,Quatermass 2,1957,Percy Herbert,"United States of America, United Kingdom",Val Guest,Anthony Hinds,Hammer Film Productions,James Needs,"Val Guest, Nigel Kneale",James Bernard
366,Wes Craven's New Nightmare,1994,Robert Englund,United States of America,Wes Craven,"Wes Craven, Robert Shaye",New Line Cinema,Patrick Lussier,Wes Craven,J. Peter Robinson
3667,Rent-a-Cop,1988,Liza Minnelli,United States of America,Jerry London,Remy Wagner,Netflix,Robert Lawrence,Michael Blodgett,Jerry Goldsmith
3668,Romeo and Juliet,1968,Laurence Olivier,"United Kingdom, Italy",Franco Zeffirelli,"John Knatchbull, 7th Baron Brabourne, Anthony Havelock-Allan","Paramount Pictures, Netflix",Reginald Mills,"Franco Zeffirelli, Masolino D'Amico, Franco Brusati",Nino Rota
3669,Stay Tuned,1992,Kristen Cloke,United States of America,Peter Hyams,James G. Robinson,"Warner Bros., Netflix",Peter E. Berger,Jim Jennewein,Bruce Broughton
3671,Blazing Saddles,1974,Mel Brooks,United States of America,Mel Brooks,Michael Hertzberg,"Warner Bros., Netflix",Danford B. Greene,"Mel Brooks, Richard Pryor, Andrew Bergman",John Morris
3675,White Christmas,1954,Sig Ruman,United States of America,"Michael Curtiz, Robert Alton",Robert E. Dolan,"Paramount Pictures, Netflix",Frank Bracht,"Melvin Frank, Bing Crosby, Danny Kaye, Vera-Ellen, Rosemary Clooney, Norman Panama, Norman Krasna",Irving Berlin
3676,Eraserhead,1977,Charlotte Stewart,United States of America,David Lynch,"Charlotte Stewart, Jack Nance, Jeanne Bates","Netflix, Nocturno",David Lynch,David Lynch,David Lynch
3678,The Man with the Golden Arm,1955,Frank Sinatra,United States of America,Otto Preminger,Otto Preminger,"United Artists Corporation, Vudu",Louis R. Loeffler,"Ben Hecht, Walter Newman",Elmer Bernstein
368,Maverick,1994,James Coburn,United States of America,Richard Donner,Bruce Davey,"Netflix, InterCom",Stuart Baird,"Roy Huggins, William Goldman",Randy Newman
3681,For a Few Dollars More,1965,Peter Lee Lawrence,"Germany, Italy, Spain",Sergio Leone,Alberto Grimaldi,"Netflix, Vudu, MOKÉP",Eugenio Alabiso,"Sergio Leone, Luciano Vincenzoni, Sergio Donati, Fernando Di Leo",Ennio Morricone
3682,Magnum Force,1973,Robert Urich,United States of America,Ted Post,Robert Daley,"Warner Bros., Netflix",Ferris Webster,"Michael Cimino, John Milius",Lalo Schifrin
3683,Blood Simple,1984,Holly Hunter,United States of America,Coen brothers,"Joel Coen, Ethan Coen","SF Studios, Netflix, Vudu",Coen brothers,Coen brothers,Carter Burwell
3684,The Fabulous Baker Boys,1989,Gregory Itzin,United States of America,Steve Kloves,Mark Rosenberg,"20th Century Studios, Netflix",William Steinkamp,Steve Kloves,Dave Grusin
3685,Prizzi's Honor,1985,Jack Nicholson,United States of America,John Huston,John Foreman,"20th Century Studios, Netflix",Kaja Fehr,Richard Condon,Alex North
3686,Flatliners,1990,Hope Davis,United States of America,Joel Schumacher,"Michael Douglas, Scott Rudin","Columbia Pictures, Netflix",Robert Brown,Peter Filardi,"James Newton Howard, David A. Stewart"
369,Mrs. Parker and the Vicious Circle,1994,Matthew Broderick,United States of America,Alan Rudolph,Robert Altman,"Netflix, Fine Line Features",Suzy Elmiger,Alan Rudolph,Mark Isham
3697,Predator 2,1990,Rubén Blades,United States of America,Stephen Hopkins,"Joel Silver, Lawrence Gordon, John Davis","20th Century Studios, Netflix",Mark Goldblatt,"John Thomas, Jim Thomas",Alan Silvestri
3698,The Running Man,1987,Rodger Bumpass,United States of America,Paul Michael Glaser,"Rob Cohen, Tim Zinnemann","Netflix, TriStar Pictures","Edward A. Warschilka, Mark Warner, John Wright","Stephen King, Steven E. de Souza",Harold Faltermeyer
3699,Starman,1984,John Carpenter,United States of America,John Carpenter,"Michael Douglas, Larry J. Franco","Columbia Pictures, Netflix",Marion Rothman,"Bruce A. Evans, Raynold Gideon, Dean Riesner",Jack Nitzsche
3701,Alien Nation,1988,Leslie Bevis,United States of America,Graham Baker,Gale Anne Hurd,"Netflix, 20th Century Studios, Vudu",Kent Beyda,Rockne S. O'Bannon,Curt Sobel
3702,Mad Max,1979,Rodger Ward,Australia,George Miller,"Byron Kennedy, Bill Miller","Netflix, Roadshow Home Video",Clifford Hayes,"George Miller, Byron Kennedy",Brian May
3703,Mad Max 2,1981,Mel Gibson,Australia,George Miller,Byron Kennedy,"Warner Bros., Netflix",David Stiven,"George Miller, Terry Hayes, Brian Hannant",Brian May
3704,Mad Max Beyond Thunderdome,1985,Mel Gibson,"United States of America, Australia","George Miller, George Ogilvie",Terry Hayes,"Warner Bros., Netflix",Richard Francis-Bruce,"George Miller, Terry Hayes",Maurice Jarre
3705,Bird on a Wire,1990,Mel Gibson,United States of America,John Badham,Rob Cohen,"Netflix, UIP-Dunafilm",Frank Morris,David Seltzer,Hans Zimmer
3706,Angel Heart,1987,Robert De Niro,"Canada, United States of America, United Kingdom",Alan Parker,"Elliott Kastner, Alan Marshall","TriStar Pictures, Netflix",Gerry Hambling,Alan Parker,Trevor Jones
3709,Sleepwalkers,1992,Mädchen Amick,United States of America,Mick Garris,"Dimitri Logothetis, Michael Grais, Mark Victor","Columbia Pictures, Netflix",O. Nicholas Brown,Stephen King,Nicholas Pike
371,The Paper,1994,Jason Robards,United States of America,Ron Howard,"David Koepp, Brian Grazer","Universal Pictures, Netflix",Daniel P. Hanley,David Koepp,Randy Newman
37113,Golden Boy,1939,Edward Brophy,United States of America,Rouben Mamoulian,"Columbia Pictures, William Perlberg","Columbia Pictures, Netflix",Otto Meyer,"Daniel Taradash, Sarah Y. Mason, Victor Heerman, Clifford Odets",Johannes Brahms
3714,Clara's Heart,1988,Whoopi Goldberg,United States of America,Robert Mulligan,Martin Elfand,Warner Bros.,Sidney Levin,Mark Medoff,Dave Grusin
3715,Burglar,1987,Whoopi Goldberg,"Canada, United States of America",Hugh Wilson,Michael Hirsh,"Warner Bros., Netflix",Fredric Steinkamp,Jeph Loeb,Sylvester Levay
3716,Fatal Beauty,1987,Whoopi Goldberg,United States of America,Tom Holland,Samuel Goldwyn Jr.,"Metro-Goldwyn-Mayer, Vudu, Netflix",Don Zimmerman,"Dean Riesner, Hilary Henkin",Harold Faltermeyer
3717,Gone in 60 Seconds,2000,Scott Caan,United States of America,Dominic Sena,Jerry Bruckheimer,"iTunes, Netflix, Walt Disney Studios Motion Pictures",Roger Barton,"H. B. Halicki, Scott Rosenberg",Trevor Rabin
3720,Sunshine,1999,Hanns Zischler,"Hungary, Canada, Austria, Germany",István Szabó,"Robert Lantos, András Hámori",InterCom,"Dominique Fortin, Michel Arcand","István Szabó, Israel Horovitz",Maurice Jarre
37211,Go West,1940,Groucho Marx,United States of America,Edward Buzzell,Jack Cummings,"Metro-Goldwyn-Mayer, Netflix",Blanche Sewell,"Irving Brecher, Buster Keaton",George Bassman
3723,Hamlet,1990,Mel Gibson,"United States of America, Italy, France, United Kingdom",Franco Zeffirelli,"Dyson Lovell, Bruce Davey","Warner Bros., Netflix, Carolco Pictures",Richard Marden,Franco Zeffirelli,Ennio Morricone
3724,Coming Home,1978,David Clennon,United States of America,Hal Ashby,"Jerome Hellman, Bruce Gilbert",United Artists Corporation,Don Zimmerman,"Waldo Salt, Nancy Dowd, Robert C. Jones, Rudy Wurlitzer",Paul McCartney
3725,American Pop,1981,Ralph Bakshi,United States of America,Ralph Bakshi,Martin Ransohoff,"Columbia Pictures, Netflix",David Ramirez,Ronni Kern,Lee Holdridge
37257,Compañeros,1970,Iris Berben,"Spain, Italy, Germany",Sergio Corbucci,Antonio Morelli,"Netflix, Titanus",Eugenio Alabiso,"Sergio Corbucci, Arduino Maiuri, Massimo De Rita",Ennio Morricone
37269,Will Penny,1968,Charlton Heston,United States of America,Tom Gries,Walter Seltzer,"iTunes, Paramount Pictures, Netflix",Warren Low,Tom Gries,David Raksin
3727,Near Dark,1987,Roger Aaron Brown,United States of America,Kathryn Bigelow,Steven-Charles Jaffe,De Laurentiis Entertainment Group,Howard E. Smith,"Kathryn Bigelow, Eric Red",Tangerine Dream
37287,Gertrud,1964,Vera Gebuhr,Denmark,Carl Theodor Dreyer,Jørgen Nielsen,Netflix,Edith Schlüssel,"Carl Theodor Dreyer, Hjalmar Söderberg",Jørgen Jersild
3730,The Conversation,1974,Harrison Ford,United States of America,Francis Ford Coppola,Francis Ford Coppola,Paramount Pictures,Richard Chew,Francis Ford Coppola,David Shire
3732,The Fury,1978,John Cassavetes,United States of America,Brian De Palma,Frank Yablans,20th Century Studios,Paul Hirsch,John Farris,John Williams
3735,Serpico,1973,F. Murray Abraham,"United States of America, Italy",Sidney Lumet,"Dino De Laurentiis, Martin Bregman","Paramount Pictures, Netflix",Dede Allen,"Waldo Salt, Norman Wexler",Mikis Theodorakis
3736,Ace in the Hole,1951,Kirk Douglas,United States of America,Billy Wilder,Billy Wilder,"Paramount Pictures, Netflix",Arthur P. Schmidt,"Billy Wilder, Walter Newman, Lesser Samuels",Hugo Friedhofer
37375,Kitty Foyle,1940,Nella Walker,United States of America,Sam Wood,David Hempstead,"RKO Pictures, Netflix",Henry Berman,"Dalton Trumbo, Donald Ogden Stewart",Roy Webb
3738,The Sugarland Express,1974,William Atherton,United States of America,Steven Spielberg,"Richard D. Zanuck, David Brown","Universal Pictures, Netflix",Edward M. Abroms,"Steven Spielberg, Hal Barwood, Matthew Robbins",John Williams
37380,Doom,2005,Karl Urban,"United Kingdom, United States of America, Czech Republic, Germany",Andrzej Bartkowiak,"Lorenzo di Bonaventura, John Wells, John Wells","Universal Pictures, Netflix",Derek Brechin,"David Callaham, Wesley Strick",Clint Mansell
374,Richie Rich,1994,Claudia Schiffer,United States of America,Donald Petrie,"Joel Silver, John Davis","Netflix, Warner Bros. Family Entertainment",Malcolm Campbell,"Jim Jennewein, Neil Tolkin",Alan Silvestri
3740,Big Trouble in Little China,1986,John Carpenter,United States of America,John Carpenter,Larry J. Franco,"20th Century Studios, Netflix",Steve Mirkovich,"Gary Goldman, W. D. Richter",John Carpenter
3741,Badlands,1973,Charlie Sheen,United States of America,Terrence Malick,"Terrence Malick, Edward R. Pressman","Warner Bros., Netflix",Robert Estrin,Terrence Malick,George Tipton
3742,Battleship Potemkin,1925,Sergei Eisenstein,Soviet Union,Sergei Eisenstein,Yakov Bliokh,"Netflix, State Committee for Cinematography","Sergei Eisenstein, Grigori Aleksandrov","Sergei Eisenstein, Sergei Tretyakov, Nikolai Aseev, Nina Agadzhanova-Shutko",Nikolay Kryukov
3744,Shaft,2000,Christian Bale,"United States of America, Germany",John Singleton,"John Singleton, Scott Rudin, Eric Steel, Adam Schroeder","Paramount Pictures, Netflix",John Bloom,"John Singleton, Richard Price, Shane Salerno",David Arnold
37475,An Unfinished Life,2005,Morgan Freeman,United States of America,Lasse Hallström,"Alan Ladd Jr., Bob Weinstein, Harvey Weinstein, Joe Roth","Netflix, MOKÉP",Andrew Mondshein,Mark Spragg,Deborah Lurie
3749,Time Regained,1999,Ingrid Caven,"Italy, France",Raúl Ruiz,Paulo Branco,Gemini Studios,Denise de Casabianca,"Raúl Ruiz, Gilles Taurand",Jorge Arriagada
3752,"Me, Myself & Irene",2000,Renée Zellweger,United States of America,"Bobby Farrelly, Peter Farrelly",Charles B. Wessler,"20th Century Studios, Netflix",Christopher Greenbury,"Bobby Farrelly, Peter Farrelly, Mike Cerrone",Pete Yorn
3753,The Patriot,2000,Joely Richardson,"United States of America, Germany",Roland Emmerich,"Dean Devlin, Gary Levinsohn, Mark Gordon","Columbia Pictures, Netflix",David Brenner,Robert Rodat,John Williams
3754,The Adventures of Rocky and Bullwinkle,2000,Jonathan Winters,"United States of America, Germany",Des McAnuff,"Robert De Niro, Jane Rosenthal","Universal Pictures, Netflix",Dennis Virkler,Kenneth Lonergan,Mark Mothersbaugh
3755,The Perfect Storm,2000,George Clooney,United States of America,Wolfgang Petersen,Gail Katz,"Netflix, InterCom",Richard Francis-Bruce,"Bo Goldman, William D. Wittliff",James Horner
3758,Communion,1989,Christopher Walken,United States of America,Philippe Mora,Philippe Mora,"New Line Cinema, Netflix",Lee Smith,Whitley Strieber,Eric Clapton
3759,Fun and Fancy Free,1947,Luana Patten,United States of America,"Hamilton Luske, Bill Roberts, Jack Kinney, William Morgan",Walt Disney,"RKO Pictures, Netflix, Vudu, Disney+",Jack Bachom,"Harry Reeves, Homer Brightman, Lance Nolley, Tom Oreb, Ted Sears, Eldon Dedini","Bill Walsh, Charles Wolcott, Arthur Quenzer, Oliver Wallace, Bennie Benjamin, Leigh Harline, Paul Smith, Ray Noble, George David Weiss, Eliot Daniel, Buddy Kaye, Bobby Worth"
3769,Thunderbolt and Lightfoot,1974,Clint Eastwood,United States of America,Michael Cimino,Robert Daley,"United Artists Corporation, Netflix",Ferris Webster,Michael Cimino,Dee Barton
377,Speed,1994,Sandra Bullock,United States of America,Jan de Bont,Mark Gordon,"Netflix, InterCom",Johnny Wright,Graham Yost,Mark Mancina
37720,The Exorcism of Emily Rose,2005,Shohreh Aghdashloo,United States of America,Scott Derrickson,Tom Rosenberg,"Netflix, Screen Gems",Jeff Betancourt,"Scott Derrickson, Paul Harris Boardman",Christopher Young
37727,Flightplan,2005,Jodie Foster,"United States of America, Germany",Robert Schwentke,Brian Grazer,"Walt Disney Studios Motion Pictures, Netflix, Vudu",Thom Noble,Billy Ray,James Horner
37733,A History of Violence,2005,Kyle Schmid,"United States of America, Germany",David Cronenberg,"David Cronenberg, Toby Emmerich, Josh Braun, Kent Alterman, Chris Bender","Netflix, InterCom",Ronald Sanders,Josh Olson,Howard Shore
37736,Oliver Twist,2005,Ben Kingsley,"Italy, France, United Kingdom, Czech Republic",Roman Polanski,"Roman Polanski, Alain Sarde, Robert Benmussa",TriStar Pictures,Hervé de Luze,Ronald Harwood,Rachel Portman
37739,The Greatest Game Ever Played,2005,Elias Koteas,United States of America,Bill Paxton,"Mark Frost, David Blocker, Larry Brezner","Netflix, Walt Disney Studios Motion Pictures, Disney+",Elliot Graham,Mark Frost,Brian Tyler
37741,Capote,2005,Catherine Keener,"Canada, United States of America",Bennett Miller,"Michael Ohoven, William Vince","Netflix, InterCom",Christopher Tellefsen,Dan Futterman,Mychael Danna
3776,Melody Time,1948,Roy Rogers,United States of America,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson, Jack Kinney",Walt Disney,"RKO Pictures, Netflix, Disney+","Donald Halliday, Thomas Scott","Winston Hibler, Ken Anderson, Harry Reeves, William Cottrell, Jesse Marsh, Bob Moore, Homer Brightman, Joe Rinaldi, John Walbridge, Ted Sears, Art Scott, Erdman Penner","Bennie Benjamin, Paul Smith, Ernesto Nazareth, George David Weiss, Allie Wrubel, Ken Darby, Eliot Daniel, Ray Gilbert, Bobby Worth, Johnny Lange, Walter Kent, Kim Gannon, Oscar Rasbach"
3778,On Our Merry Way,1948,Paulette Goddard,United States of America,"King Vidor, Leslie Fenton",Benedict Bogeaus,"United Artists Corporation, Netflix",James Smith,Laurence Stallings,Heinz Eric Roemheld
378,Speechless,1994,Michael Keaton,United States of America,Ron Underwood,"Geena Davis, Renny Harlin","Metro-Goldwyn-Mayer, Netflix",Richard Francis-Bruce,Robert King,Marc Shaiman
3780,Rocketship X-M,1950,Lloyd Bridges,United States of America,Kurt Neumann,Robert L. Lippert,Netflix,Harry W. Gerstad,"Kurt Neumann, Dalton Trumbo",Ferde Grofé
3784,Disney's The Kid,2000,Bruce Willis,United States of America,Jon Turteltaub,"Jon Turteltaub, Christina Steinberg, Hunt Lowry","InterCom, Netflix, Disney+","Peter Honess, David Rennie",Audrey Wells,Marc Shaiman
3786,But I'm a Cheerleader,1999,Melanie Lynskey,United States of America,Jamie Babbit,"Leanna Creel, Andrea Sperling","Netflix, Lionsgate",Cecily Rhett,"Jamie Babbit, Brian Wayne Peterson",Pat Irwin
3788,Blowup,1966,Veruschka von Lehndorff,"Italy, United Kingdom",Michelangelo Antonioni,Carlo Ponti,"Netflix, MOKÉP",Frank Clarke,"Michelangelo Antonioni, Julio Cortázar, Tonino Guerra, Edward Bond",Herbie Hancock
3789,The Pawnbroker,1964,Rod Steiger,United States of America,Sidney Lumet,Ely Landau,"Netflix, Monogram Pictures",Ralph Rosenblum,Edward Lewis Wallant,Quincy Jones
379,Timecop,1994,Jean-Claude Van Damme,"Canada, Japan, United States of America",Peter Hyams,"Sam Raimi, Rob Tapert","Netflix, UIP-Dunafilm",Steven Kemper,Mark Verheiden,Mark Isham
3791,Footloose,1984,Sarah Jessica Parker,United States of America,Herbert Ross,"Lewis J. Rachmil, Craig Zadan","Paramount Pictures, Netflix",Paul Hirsch,Dean Pitchford,Kenny Loggins
3792,Duel in the Sun,1946,Joan Tetzel,United States of America,King Vidor,David O. Selznick,Netflix,Hal C. Kern,"David O. Selznick, Ben Hecht, Niven Busch",Dimitri Tiomkin
3793,X-Men,2000,Patrick Stewart,United States of America,Bryan Singer,"Ralph Winter, Lauren Shuler Donner","20th Century Studios, InterCom, Netflix, Disney+","Kevin Stitt, Steven Rosenblum, John Wright","David Hayter, Tom DeSanto, Bryan Singer",Michael Kamen
3797,The In Crowd,2000,Erinn Bartlett,United States of America,Mary Lambert,James G. Robinson,"Netflix, Warner Bros.",Pasquale Buba,Mark Gibson,Jeff Rona
37976,The Flowers of St. Francis,1950,Aldo Fabrizi,Italy,Roberto Rossellini,Angelo Rizzoli,Joseph Burstyn,Jolanda Benvenuti,"Roberto Rossellini, Federico Fellini, Brunello Rondi, Sergio Amidei","Renzo Rossellini, Enrico Buondonno"
3798,What Lies Beneath,2000,Michelle Pfeiffer,United States of America,Robert Zemeckis,"Steve Starkey, Jack Rapke","Netflix, InterCom",Arthur Schmidt,Clark Gregg,Alan Silvestri
380,True Lies,1994,Arnold Schwarzenegger,United States of America,James Cameron,"James Cameron, Stephanie Austin","Netflix, InterCom","James Cameron, Mark Goldblatt, Richard A. Harris, Conrad Buff IV","James Cameron, Didier Kaminka, Claude Zidi, Simon Michaël",Brad Fiedel
38004,Münchhausen,1943,Michael Bohnen,Germany,Josef von Báky,Eberhard Schmidt,"Universum Film AG, Netflix",Milo Harbich,Erich Kästner,Georg Haentzschel
3801,Anatomy of a Murder,1959,Duke Ellington,United States of America,Otto Preminger,Otto Preminger,Columbia Pictures,Louis R. Loeffler,"Wendell Mayes, John D. Voelker",Duke Ellington
3802,Freejack,1992,David Johansen,United States of America,Geoff Murphy,Ronald Shusett,"InterCom, Netflix",Dennis Virkler,"Steven Pressfield, Dan Gilroy, Ronald Shusett",Trevor Jones
3806,Mackennas Gold,1969,Gregory Peck,United States of America,J. Lee Thompson,"Dimitri Tiomkin, Carl Foreman","Columbia Pictures, Netflix",Bill Lenny,"Henry Wilson Allen, Carl Foreman",Quincy Jones
38061,Kiss Kiss Bang Bang,2005,Michelle Monaghan,United States of America,Shane Black,Joel Silver,"Warner Bros., Netflix",Jim Page,Shane Black,John Ottman
3809,What About Bob?,1991,Bill Murray,United States of America,Frank Oz,Laura Ziskin,"Netflix, Walt Disney Studios Motion Pictures",Anne V. Coates,Tom Schulman,Miles Goodman
38097,Dumplings,2004,Tony Leung Ka-fai,Hong Kong,Fruit Chan,"Eric Tsang, Peter Chan",Netflix,Fruit Chan,Lilian Lee,Chan Kwong-wing
3814,Love and Death,1975,Woody Allen,United States of America,Woody Allen,Charles H. Joffe,United Artists Corporation,George Hively,Woody Allen,Sergei Prokofiev
38159,A Short Film About Love,1988,Grażyna Szapołowska,Poland,Krzysztof Kieślowski,Krzysztof Piesiewicz,Netflix,Ewa Smal,"Krzysztof Kieślowski, Krzysztof Piesiewicz",Zbigniew Preisner
3816,The Official Story,1985,Carlos Weber,Argentina,Luis Puenzo,Marcelo Piñeyro,Netflix,Juan Carlos Macías,"Aída Bortnik, Luis Puenzo",Atilio Stampone
38164,"All This, and Heaven Too",1940,Virginia Weidler,United States of America,Anatole Litvak,"Anatole Litvak, David Lewis","Warner Bros., Netflix",Warren Low,Casey Robinson,Max Steiner
382,Wolf,1994,Jack Nicholson,United States of America,Mike Nichols,Douglas Wick,"Columbia Pictures, Netflix",Sam O'Steen,"Wesley Strick, Jim Harrison",Ennio Morricone
3824,Autumn in New York,2000,Sam Trammell,United States of America,Joan Chen,"Gary Lucchesi, Tom Rosenberg, Amy Robinson","Metro-Goldwyn-Mayer, Netflix",Ruby Yang,Allison Burnett,Gabriel Yared
3825,Coyote Ugly,2000,Bud Cort,United States of America,David McNally,Jerry Bruckheimer,"Netflix, Walt Disney Studios Motion Pictures",William Goldenberg,Gina Wendkos,Trevor Horn
3826,Hollow Man,2000,Josh Brolin,"United States of America, Germany",Paul Verhoeven,"Alan Marshall, Douglas Wick","Columbia Pictures, Netflix",Mark Goldblatt,Andrew W. Marlowe,Jerry Goldsmith
383,Wyatt Earp,1994,Kevin Costner,United States of America,Lawrence Kasdan,"Kevin Costner, Lawrence Kasdan, Jim Wilson","Warner Bros., Netflix",Carol Littleton,"Lawrence Kasdan, Dan Gordon",James Newton Howard
38320,Valerie and Her Week of Wonders,1970,Helena Anýžová,Czechoslovakia,Jaromil Jireš,Jiří Bečka,"Netflix, Janus Films",Josef Valušiak,"Jaromil Jireš, Ester Krumbachová",Luboš Fišer
3836,Kelly's Heroes,1970,Clint Eastwood,"United States of America, Yugoslavia",Brian G. Hutton,"Sidney Beckerman, Gabriel Katzka","Metro-Goldwyn-Mayer, Cinema International Corporation, InterCom",John Jympson,Troy Kennedy Martin,Lalo Schifrin
38376,Everybody's Fine,1990,Ennio Morricone,"Italy, France",Giuseppe Tornatore,Angelo Rizzoli,Miramax,Mario Morra,"Giuseppe Tornatore, Tonino Guerra, Massimo De Rita",Ennio Morricone
3838,Phantasm III: Lord of the Dead,1994,Angus Scrimm,United States of America,Don Coscarelli,Don Coscarelli,"Universal Pictures, Netflix",Norman Buckley,Don Coscarelli,Fred Myrow
38384,Hail the Conquering Hero,1944,Eddie Bracken,United States of America,Preston Sturges,Buddy DeSylva,"Paramount Pictures, Netflix",Stuart Gilmore,Preston Sturges,Werner R. Heymann
38388,Goal!,2005,Gary Lewis,"United States of America, United Kingdom",Danny Cannon,Matt Barrelle,"Netflix, Walt Disney Studios Motion Pictures",Chris Dickens,Dick Clement,Graeme Revell
384,Bad Company,1995,Laurence Fishburne,United States of America,Damian Harris,Jeffrey Chernov,"Netflix, Walt Disney Studios Motion Pictures",Stuart H. Pappé,Ross Thomas,Carter Burwell
3841,Air America,1990,Mel Gibson,United States of America,Roger Spottiswoode,"Andrew G. Vajna, Mario Kassar","TriStar Pictures, Netflix",John Bloom,"Richard Rush, John Eskow",Charles Gross
3844,Steel Magnolias,1989,Julia Roberts,United States of America,Herbert Ross,Ray Stark,"TriStar Pictures, Netflix",Paul Hirsch,Robert Harling,Georges Delerue
3845,And God Created Woman,1956,Jane Marken,"France, Italy",Roger Vadim,"Raoul Lévy, Ignace Morgenstern",Netflix,Victoria Mercanton,"Raoul Lévy, Roger Vadim",Paul Misraki
3849,The Spiral Staircase,1945,Sara Allgood,United States of America,Robert Siodmak,Dore Schary,"Netflix, RKO Pictures",Harry W. Gerstad,Mel Dinelli,Roy Webb
3853,The Tic Code,1998,Tony Shalhoub,United States of America,Gary Winick,Michael Wolff,Lionsgate,Bill Pankow,Polly Draper,Michael Wolff
3854,Aimée & Jaguar,1999,Johanna Wokalek,Germany,Max Färberböck,Lew Rywin,Netflix,Barbara Hennings,"Max Färberböck, Rona Munro",Jan A. P. Kaczmarek
3857,Bless the Child,2000,Jimmy Smits,"United States of America, Germany",Chuck Russell,Mace Neufeld,"Paramount Pictures, Amazon Prime Video, Netflix",Alan Heim,"Clifford Scott Green, Thomas Rickman",Christopher Young
3858,Cecil B. Demented,2000,Ricki Lake,"France, United States of America",John Waters,John Fiedler,"Netflix, Artisan Entertainment",Jeffrey John Wolf,John Waters,Basil Poledouris
38600,Factotum,2005,Matt Dillon,"Norway, United States of America, France, Germany",Bent Hamer,Bent Hamer,"Netflix, IFC Films",Pål Gengenbach,"Charles Bukowski, Bent Hamer",Kristin Asbjørnsen
3866,Sunset Strip,2000,Tommy Flanagan,United States of America,Adam Collis,Art Linson,20th Century Studios,Bruce Cannon,"Randall Jahnson, Russell DeGrazier",Stewart Copeland
3868,The Naked Gun: From the Files of Police Squad!,1988,"""Weird Al"" Yankovic",United States of America,David Zucker,Robert K. Weiss,"Paramount Pictures, Netflix",Michael Jablow,"Pat Proft, Jerry Zucker, Jim Abrahams, David Zucker",Ira Newborn
