ID	__name__	released	starring	originating from	directed by	produced by	distributed by	edited by	screenwriter	music by	probes_0	probes_1
35807	The Teahouse of the August Moon	1956	Wolfgang Kieling	United States of America	Daniel Mann	Jack Cummings	Metro-Goldwyn-Mayer	Harold F. Kress	Vern Sneider	Saul Chaplin	The Teahouse of the August Moon is a movie, of the genre <mask>.	The Teahouse of the August Moon is a movie, released 1956, of the genre <mask>.
3581	Human Traffic	1999	Jennifer Hill	United Kingdom	Justin Kerrigan	Allan Niblo	Netflix	Patrick Moore	Justin Kerrigan	Fatboy Slim	Human Traffic is a movie, of the genre <mask>.	Human Traffic is a movie, released 1999, of the genre <mask>.
35828	Black	2005	Amitabh Bachchan	India	Sanjay Leela Bhansali	Sanjay Leela Bhansali	Netflix	Bela Sehgal	Sanjay Leela Bhansali	Monty Sharma	Black is a movie, of the genre <mask>.	Black is a movie, released 2005, of the genre <mask>.
35836	The 40-Year-Old Virgin	2005	David Koechner	United States of America	Judd Apatow	Judd Apatow	Universal Pictures	Brent White	Steve Carell	Lyle Workman	The 40-Year-Old Virgin is a movie, of the genre <mask>.	The 40-Year-Old Virgin is a movie, released 2005, of the genre <mask>.
3584	Breathless	1983	Richard Gere	United States of America	Jim McBride	Martin Erlichman	Orion Pictures	Robert Estrin	Jean-Luc Godard	Jack Nitzsche	Breathless is a movie, of the genre <mask>.	Breathless is a movie, released 1983, of the genre <mask>.
3585	The Great Locomotive Chase	1956	Walt Disney	United States of America	Francis D. Lyon	Walt Disney	Netflix	Ellsworth Hoagland	Lawrence Edward Watkin	Paul Smith	The Great Locomotive Chase is a movie, of the genre <mask>.	The Great Locomotive Chase is a movie, released 1956, of the genre <mask>.
3587	Inferno	1980	Dario Argento	Italy	Dario Argento	Claudio Argento	20th Century Studios	Franco Fraticelli	Dario Argento	Keith Emerson	Inferno is a movie, of the genre <mask>.	Inferno is a movie, released 1980, of the genre <mask>.
3589	Die Nibelungen	1966	Karin Dor	Germany	Harald Reinl	Artur Brauner	Constantin Film	Hermann Haller	Harald G. Petersson	Rolf Alexander Wilhelm	Die Nibelungen is a movie, of the genre <mask>.	Die Nibelungen is a movie, released 1966, of the genre <mask>.
3591	Mr. Mom	1983	Christopher Lloyd	United States of America	Stan Dragoti	Aaron Spelling	Netflix	Patrick Joseph Kennedy	John Hughes	Lee Holdridge	Mr. Mom is a movie, of the genre <mask>.	Mr. Mom is a movie, released 1983, of the genre <mask>.
3593	Battlefield Earth	2000	Forest Whitaker	United States of America	Roger Christian	John Travolta	Warner Bros.	Robin Russell	L. Ron Hubbard	Elia Cmíral	Battlefield Earth is a movie, of the genre <mask>.	Battlefield Earth is a movie, released 2000, of the genre <mask>.
35957	Red Eye	2005	Brian Cox	United States of America	Wes Craven	Marianne Maddalena	UIP-Dunafilm	Patrick Lussier	Carl Ellsworth	Marco Beltrami	Red Eye is a movie, of the genre <mask>.	Red Eye is a movie, released 2005, of the genre <mask>.
3596	Screwed	2000	Danny DeVito	United States of America	Scott Alexander and Larry Karaszewski	Robert Simonds	Universal Pictures	Michael Jablow	Scott Alexander	Michel Colombier	Screwed is a movie, of the genre <mask>.	Screwed is a movie, released 2000, of the genre <mask>.
3599	Anchors Aweigh	1945	Frank Sinatra	United States of America	George Sidney	Joe Pasternak	Loews Cineplex Entertainment	Adrienne Fazan	Isobel Lennart	Georgie Stoll	Anchors Aweigh is a movie, of the genre <mask>.	Anchors Aweigh is a movie, released 1945, of the genre <mask>.
36	Dead Man Walking	1995	Jon Abrahams	United States of America	Tim Robbins	Jon Kilik	Netflix	Lisa Zeno Churgin	Tim Robbins	David Robbins	Dead Man Walking is a movie, of the genre <mask>.	Dead Man Walking is a movie, released 1995, of the genre <mask>.
360	I Love Trouble	1994	Julia Roberts	United States of America	Charles Shyer	Nancy Meyers	Netflix	Walter Murch	Nancy Meyers	David Newman	I Love Trouble is a movie, of the genre <mask>.	I Love Trouble is a movie, released 1994, of the genre <mask>.
3600	Blue Hawaii	1961	Elvis Presley	United States of America	Norman Taurog	Hal B. Wallis	Paramount Pictures	Terry O. Morse	Hal Kanter	Joseph J. Lilley	Blue Hawaii is a movie, of the genre <mask>.	Blue Hawaii is a movie, released 1961, of the genre <mask>.
3602	G.I. Blues	1960	Elvis Presley	United States of America	Norman Taurog	Hal B. Wallis	Paramount Pictures	Warren Low	Edmund Beloin	Joseph J. Lilley	G.I. Blues is a movie, of the genre <mask>.	G.I. Blues is a movie, released 1960, of the genre <mask>.
3604	Gypsy	1962	Karl Malden	United States of America	Mervyn LeRoy	Mervyn LeRoy	Warner Bros.	Philip W. Anderson	Leonard Spigelgass	Jule Styne	Gypsy is a movie, of the genre <mask>.	Gypsy is a movie, released 1962, of the genre <mask>.
3605	King Creole	1958	Elvis Presley	United States of America	Michael Curtiz	Hal B. Wallis	Paramount Pictures	Warren Low	Michael V. Gazzo	Walter Scharf	King Creole is a movie, of the genre <mask>.	King Creole is a movie, released 1958, of the genre <mask>.
36056	Man of the West	1958	Robert J. Wilke	United States of America	Anthony Mann	Walter Mirisch	United Artists Corporation	Richard Heermance	Reginald Rose	Leigh Harline	Man of the West is a movie, of the genre <mask>.	Man of the West is a movie, released 1958, of the genre <mask>.
3606	On the Town	1949	Gene Kelly	United States of America	Gene Kelly	Arthur Freed	Netflix	Ralph E. Winters	Adolph Green	Leonard Bernstein	On the Town is a movie, of the genre <mask>.	On the Town is a movie, released 1949, of the genre <mask>.
3608	Pee-Wee's Big Adventure	1985	Dee Snider	United States of America	Tim Burton	Paul Reubens	Warner Bros.	Billy Weber	Phil Hartman	Danny Elfman	Pee-Wee's Big Adventure is a movie, of the genre <mask>.	Pee-Wee's Big Adventure is a movie, released 1985, of the genre <mask>.
36083	Main Hoon Na	2004	Shah Rukh Khan	India	Farah Khan	Shah Rukh Khan	Netflix	Shirish Kunder	Farah Khan	Anu Malik	Main Hoon Na is a movie, of the genre <mask>.	Main Hoon Na is a movie, released 2004, of the genre <mask>.
36086	Dilwale Dulhania Le Jayenge	1995	Farida Jalal	India	Aditya Chopra	Yash Chopra	iTunes	Keshav Naidu	Aditya Chopra	Jatin–Lalit	Dilwale Dulhania Le Jayenge is a movie, of the genre <mask>.	Dilwale Dulhania Le Jayenge is a movie, released 1995, of the genre <mask>.
361	It Could Happen to You	1994	Nicolas Cage	United States of America	Andrew Bergman	Gary Adelson	TriStar Pictures	Barry Malkin	Jane Anderson	Carter Burwell	It Could Happen to You is a movie, of the genre <mask>.	It Could Happen to You is a movie, released 1994, of the genre <mask>.
3617	Road Trip	2000	Jimmy Kimmel	United States of America	Todd Phillips	Ivan Reitman	Netflix	Sheldon Kahn	Todd Phillips	Michael Simpson	Road Trip is a movie, of the genre <mask>.	Road Trip is a movie, released 2000, of the genre <mask>.
362	Rudyard Kipling's The Jungle Book	1994	John Cleese	United States of America	Stephen Sommers	Edward S. Feldman	Netflix	Bob Ducsay	Stephen Sommers	Basil Poledouris	Rudyard Kipling's The Jungle Book is a movie, of the genre <mask>.	Rudyard Kipling's The Jungle Book is a movie, released 1994, of the genre <mask>.
3622	The Twelve Chairs	1970	Mel Brooks	United States of America	Mel Brooks	Michael Hertzberg	Gaumont Film Company	Alan Heim	Mel Brooks	John Morris	The Twelve Chairs is a movie, of the genre <mask>.	The Twelve Chairs is a movie, released 1970, of the genre <mask>.
3623	Mission: Impossible 2	2000	Tom Cruise	United States of America	John Woo	Tom Cruise	Paramount Pictures	Christian Wagner	Ronald D. Moore	Hans Zimmer	Mission: Impossible 2 is a movie, of the genre <mask>.	Mission: Impossible 2 is a movie, released 2000, of the genre <mask>.
3624	Shanghai Noon	2000	Jackie Chan	United States of America	Tom Dey	Jackie Chan	Netflix	Richard Chew	Alfred Gough	Randy Edelman	Shanghai Noon is a movie, of the genre <mask>.	Shanghai Noon is a movie, released 2000, of the genre <mask>.
36264	My Cousin Rachel	1952	Olivia de Havilland	United States of America	Henry Koster	Nunnally Johnson	20th Century Studios	Louis R. Loeffler	Nunnally Johnson	Franz Waxman	My Cousin Rachel is a movie, of the genre <mask>.	My Cousin Rachel is a movie, released 1952, of the genre <mask>.
36289	Asterix & Obelix Take On Caesar	1999	Roberto Benigni	Italy	Claude Zidi	Claude Berri	Netflix	Hervé de Luze	Claude Zidi	Jean-Jacques Goldman	Asterix & Obelix Take On Caesar is a movie, of the genre <mask>.	Asterix & Obelix Take On Caesar is a movie, released 1999, of the genre <mask>.
3629	The Gold Rush	1925	Charlie Chaplin	United States of America	Charlie Chaplin	Charlie Chaplin	Netflix	Charlie Chaplin	Charlie Chaplin	Charlie Chaplin	The Gold Rush is a movie, of the genre <mask>.	The Gold Rush is a movie, released 1925, of the genre <mask>.
36312	The Key	1958	Sophia Loren	United Kingdom	Carol Reed	Open Road	Columbia Pictures	Bert Bates	Carl Foreman	Malcolm Arnold	The Key is a movie, of the genre <mask>.	The Key is a movie, released 1958, of the genre <mask>.
3633	On Her Majesty's Secret Service	1969	Desmond Llewelyn	United Kingdom	Peter R. Hunt	Albert R. Broccoli	Netflix	John Glen	Richard Maibaum	John Barry	On Her Majesty's Secret Service is a movie, of the genre <mask>.	On Her Majesty's Secret Service is a movie, released 1969, of the genre <mask>.
3634	Seven Days in May	1964	Kirk Douglas	United States of America	John Frankenheimer	Edward Lewis	Paramount Pictures	Ferris Webster	Rod Serling	Jerry Goldsmith	Seven Days in May is a movie, of the genre <mask>.	Seven Days in May is a movie, released 1964, of the genre <mask>.
3635	The Spy Who Loved Me	1977	Desmond Llewelyn	United Kingdom	Lewis Gilbert	Albert R. Broccoli	Netflix	John Glen	Richard Maibaum	Marvin Hamlisch	The Spy Who Loved Me is a movie, of the genre <mask>.	The Spy Who Loved Me is a movie, released 1977, of the genre <mask>.
3637	Vagabond	1985	Macha Méril	France	Agnès Varda	Oury Milshtein	Netflix	Agnès Varda	Agnès Varda	Joanna Bruzdowicz	Vagabond is a movie, of the genre <mask>.	Vagabond is a movie, released 1985, of the genre <mask>.
3638	Moonraker	1979	Desmond Llewelyn	France	Lewis Gilbert	Albert R. Broccoli	Netflix	John Glen	Ian Fleming	John Barry	Moonraker is a movie, of the genre <mask>.	Moonraker is a movie, released 1979, of the genre <mask>.
3639	The Man with the Golden Gun	1974	Desmond Llewelyn	United Kingdom	Guy Hamilton	Albert R. Broccoli	Netflix	Raymond Poulton	Ian Fleming	John Barry	The Man with the Golden Gun is a movie, of the genre <mask>.	The Man with the Golden Gun is a movie, released 1974, of the genre <mask>.
3640	A King in New York	1957	Charlie Chaplin	United Kingdom	Charlie Chaplin	Charlie Chaplin	Netflix	John Seabourne	Charlie Chaplin	Charlie Chaplin	A King in New York is a movie, of the genre <mask>.	A King in New York is a movie, released 1957, of the genre <mask>.
36401	The Brothers Grimm	2005	Annika Murjahn	Czech Republic	Terry Gilliam	Charles Roven	Netflix	Lesley Walker	Ehren Kruger	Dario Marianelli	The Brothers Grimm is a movie, of the genre <mask>.	The Brothers Grimm is a movie, released 2005, of the genre <mask>.
3641	A Woman of Paris	1923	Charlie Chaplin	United States of America	Charlie Chaplin	Charlie Chaplin	United Artists Corporation	Monta Bell	Charlie Chaplin	Charlie Chaplin	A Woman of Paris is a movie, of the genre <mask>.	A Woman of Paris is a movie, released 1923, of the genre <mask>.
3646	Big Momma's House	2000	Octavia Spencer	United States of America	Raja Gosnell	David T. Friendly	Netflix	Kent Beyda	Don Rhymer	Richard Gibbs	Big Momma's House is a movie, of the genre <mask>.	Big Momma's House is a movie, released 2000, of the genre <mask>.
36477	The Baxter	2005	Michelle Williams	United States of America	Michael Showalter	Galt Niederhoffer	Netflix	Sarah Flack	Michael Showalter	Theodore Shapiro	The Baxter is a movie, of the genre <mask>.	The Baxter is a movie, released 2005, of the genre <mask>.
3648	The Abominable Snowman	1957	Richard Wattis	United Kingdom	Val Guest	Aubrey Baring	Netflix	Bill Lenny	Nigel Kneale	Humphrey Searle	The Abominable Snowman is a movie, of the genre <mask>.	The Abominable Snowman is a movie, released 1957, of the genre <mask>.
3649	American Gigolo	1980	Richard Gere	United States of America	Paul Schrader	Jerry Bruckheimer	Paramount Pictures	Richard Halsey	Paul Schrader	Giorgio Moroder	American Gigolo is a movie, of the genre <mask>.	American Gigolo is a movie, released 1980, of the genre <mask>.
365	Little Buddha	1993	Keanu Reeves	United States of America	Bernardo Bertolucci	Jeremy Thomas	Miramax	Pietro Scalia	Mark Peploe	Ryuichi Sakamoto	Little Buddha is a movie, of the genre <mask>.	Little Buddha is a movie, released 1993, of the genre <mask>.
36509	The Cave	2005	Lena Headey	United States of America	Bruce Hunt	Michael Ohoven	Netflix	Brian Berdan	Michael Steinberg	Reinhold Heil	The Cave is a movie, of the genre <mask>.	The Cave is a movie, released 2005, of the genre <mask>.
3651	The Blood Spattered Bride	1972	Simón Andreu	Spain	Vicente Aranda	Jaime Fernández Cid	Netflix	Pablo González del Amo	Vicente Aranda	Antonio Pérez Olea	The Blood Spattered Bride is a movie, of the genre <mask>.	The Blood Spattered Bride is a movie, released 1972, of the genre <mask>.
36517	The Constant Gardener	2005	Ralph Fiennes	United Kingdom	Fernando Meirelles	Simon Channing-Williams	Focus Features	Claire Simpson	Jeffrey Caine	Alberto Iglesias	The Constant Gardener is a movie, of the genre <mask>.	The Constant Gardener is a movie, released 2005, of the genre <mask>.
3652	City of the Living Dead	1980	Christopher George	Italy	Lucio Fulci	Lucio Fulci	Netflix	Vincenzo Tomassi	Lucio Fulci	Fabio Frizzi	City of the Living Dead is a movie, of the genre <mask>.	City of the Living Dead is a movie, released 1980, of the genre <mask>.
36525	Just like Heaven	2005	Reese Witherspoon	United States of America	Mark Waters	Laurie MacDonald	DreamWorks	Bruce Green	Peter Tolan	Rolfe Kent	Just like Heaven is a movie, of the genre <mask>.	Just like Heaven is a movie, released 2005, of the genre <mask>.
36527	Proof	2005	Roshan Seth	United States of America	John Madden	Alison Owen	Miramax	Mick Audsley	David Auburn	Stephen Warbeck	Proof is a movie, of the genre <mask>.	Proof is a movie, released 2005, of the genre <mask>.
36529	Lord of War	2005	Nicolas Cage	United States of America	Andrew Niccol	Nicolas Cage	Netflix	Zach Staenberg	Andrew Niccol	Antonio Pinto	Lord of War is a movie, of the genre <mask>.	Lord of War is a movie, released 2005, of the genre <mask>.
36533	Cry Wolf	2005	Jon Bon Jovi	United States of America	Jeff Wadlow	Seth Gordon	Netflix	Seth Gordon	Jeff Wadlow	Michael Wandmacher	Cry Wolf is a movie, of the genre <mask>.	Cry Wolf is a movie, released 2005, of the genre <mask>.
36535	Everything Is Illuminated	2005	Jonathan Safran Foer	United States of America	Liev Schreiber	Marc Turtletaub	Netflix	Andrew Marcus	Liev Schreiber	Paul Cantelon	Everything Is Illuminated is a movie, of the genre <mask>.	Everything Is Illuminated is a movie, released 2005, of the genre <mask>.
3654	The Guns of Navarone	1961	Anthony Quinn	United States of America	J. Lee Thompson	Carl Foreman	Columbia Pictures	Alan Osbiston	Carl Foreman	Dimitri Tiomkin	The Guns of Navarone is a movie, of the genre <mask>.	The Guns of Navarone is a movie, released 1961, of the genre <mask>.
36553	In Old Chicago	1937	Gustav von Seyffertitz	United States of America	Henry King	Darryl F. Zanuck	20th Century Studios	Barbara McLean	Sonya Levien	Sidney Clare	In Old Chicago is a movie, of the genre <mask>.	In Old Chicago is a movie, released 1937, of the genre <mask>.
36576	Now and Forever	1934	Akim Tamiroff	United States of America	Henry Hathaway	Louis D. Lighton	Paramount Pictures	Ellsworth Hoagland	Vincent Lawrence	Harry Revel	Now and Forever is a movie, of the genre <mask>.	Now and Forever is a movie, released 1934, of the genre <mask>.
3658	Quatermass and the Pit	1967	James Donald	United Kingdom	Roy Ward Baker	Anthony Nelson Keys	Associated British Picture Corporation	James Needs	Nigel Kneale	Tristram Cary	Quatermass and the Pit is a movie, of the genre <mask>.	Quatermass and the Pit is a movie, released 1967, of the genre <mask>.
3659	Quatermass 2	1957	Percy Herbert	United States of America	Val Guest	Anthony Hinds	Hammer Film Productions	James Needs	Val Guest	James Bernard	Quatermass 2 is a movie, of the genre <mask>.	Quatermass 2 is a movie, released 1957, of the genre <mask>.
366	Wes Craven's New Nightmare	1994	Robert Englund	United States of America	Wes Craven	Wes Craven	New Line Cinema	Patrick Lussier	Wes Craven	J. Peter Robinson	Wes Craven's New Nightmare is a movie, of the genre <mask>.	Wes Craven's New Nightmare is a movie, released 1994, of the genre <mask>.
3667	Rent-a-Cop	1988	Liza Minnelli	United States of America	Jerry London	Remy Wagner	Netflix	Robert Lawrence	Michael Blodgett	Jerry Goldsmith	Rent-a-Cop is a movie, of the genre <mask>.	Rent-a-Cop is a movie, released 1988, of the genre <mask>.
3668	Romeo and Juliet	1968	Laurence Olivier	United Kingdom	Franco Zeffirelli	John Knatchbull	Paramount Pictures	Reginald Mills	Franco Zeffirelli	Nino Rota	Romeo and Juliet is a movie, of the genre <mask>.	Romeo and Juliet is a movie, released 1968, of the genre <mask>.
3669	Stay Tuned	1992	Kristen Cloke	United States of America	Peter Hyams	James G. Robinson	Warner Bros.	Peter E. Berger	Jim Jennewein	Bruce Broughton	Stay Tuned is a movie, of the genre <mask>.	Stay Tuned is a movie, released 1992, of the genre <mask>.
3671	Blazing Saddles	1974	Mel Brooks	United States of America	Mel Brooks	Michael Hertzberg	Warner Bros.	Danford B. Greene	Mel Brooks	John Morris	Blazing Saddles is a movie, of the genre <mask>.	Blazing Saddles is a movie, released 1974, of the genre <mask>.
3675	White Christmas	1954	Sig Ruman	United States of America	Michael Curtiz	Robert E. Dolan	Paramount Pictures	Frank Bracht	Melvin Frank	Irving Berlin	White Christmas is a movie, of the genre <mask>.	White Christmas is a movie, released 1954, of the genre <mask>.
3676	Eraserhead	1977	Charlotte Stewart	United States of America	David Lynch	Charlotte Stewart	Netflix	David Lynch	David Lynch	David Lynch	Eraserhead is a movie, of the genre <mask>.	Eraserhead is a movie, released 1977, of the genre <mask>.
3678	The Man with the Golden Arm	1955	Frank Sinatra	United States of America	Otto Preminger	Otto Preminger	United Artists Corporation	Louis R. Loeffler	Ben Hecht	Elmer Bernstein	The Man with the Golden Arm is a movie, of the genre <mask>.	The Man with the Golden Arm is a movie, released 1955, of the genre <mask>.
368	Maverick	1994	James Coburn	United States of America	Richard Donner	Bruce Davey	Netflix	Stuart Baird	Roy Huggins	Randy Newman	Maverick is a movie, of the genre <mask>.	Maverick is a movie, released 1994, of the genre <mask>.
3681	For a Few Dollars More	1965	Peter Lee Lawrence	Germany	Sergio Leone	Alberto Grimaldi	Netflix	Eugenio Alabiso	Sergio Leone	Ennio Morricone	For a Few Dollars More is a movie, of the genre <mask>.	For a Few Dollars More is a movie, released 1965, of the genre <mask>.
3682	Magnum Force	1973	Robert Urich	United States of America	Ted Post	Robert Daley	Warner Bros.	Ferris Webster	Michael Cimino	Lalo Schifrin	Magnum Force is a movie, of the genre <mask>.	Magnum Force is a movie, released 1973, of the genre <mask>.
3683	Blood Simple	1984	Holly Hunter	United States of America	Coen brothers	Joel Coen	SF Studios	Coen brothers	Coen brothers	Carter Burwell	Blood Simple is a movie, of the genre <mask>.	Blood Simple is a movie, released 1984, of the genre <mask>.
3684	The Fabulous Baker Boys	1989	Gregory Itzin	United States of America	Steve Kloves	Mark Rosenberg	20th Century Studios	William Steinkamp	Steve Kloves	Dave Grusin	The Fabulous Baker Boys is a movie, of the genre <mask>.	The Fabulous Baker Boys is a movie, released 1989, of the genre <mask>.
3685	Prizzi's Honor	1985	Jack Nicholson	United States of America	John Huston	John Foreman	20th Century Studios	Kaja Fehr	Richard Condon	Alex North	Prizzi's Honor is a movie, of the genre <mask>.	Prizzi's Honor is a movie, released 1985, of the genre <mask>.
3686	Flatliners	1990	Hope Davis	United States of America	Joel Schumacher	Michael Douglas	Columbia Pictures	Robert Brown	Peter Filardi	James Newton Howard	Flatliners is a movie, of the genre <mask>.	Flatliners is a movie, released 1990, of the genre <mask>.
369	Mrs. Parker and the Vicious Circle	1994	Matthew Broderick	United States of America	Alan Rudolph	Robert Altman	Netflix	Suzy Elmiger	Alan Rudolph	Mark Isham	Mrs. Parker and the Vicious Circle is a movie, of the genre <mask>.	Mrs. Parker and the Vicious Circle is a movie, released 1994, of the genre <mask>.
3697	Predator 2	1990	Rubén Blades	United States of America	Stephen Hopkins	Joel Silver	20th Century Studios	Mark Goldblatt	John Thomas	Alan Silvestri	Predator 2 is a movie, of the genre <mask>.	Predator 2 is a movie, released 1990, of the genre <mask>.
3698	The Running Man	1987	Rodger Bumpass	United States of America	Paul Michael Glaser	Rob Cohen	Netflix	Edward A. Warschilka	Stephen King	Harold Faltermeyer	The Running Man is a movie, of the genre <mask>.	The Running Man is a movie, released 1987, of the genre <mask>.
3699	Starman	1984	John Carpenter	United States of America	John Carpenter	Michael Douglas	Columbia Pictures	Marion Rothman	Bruce A. Evans	Jack Nitzsche	Starman is a movie, of the genre <mask>.	Starman is a movie, released 1984, of the genre <mask>.
3701	Alien Nation	1988	Leslie Bevis	United States of America	Graham Baker	Gale Anne Hurd	Netflix	Kent Beyda	Rockne S. O'Bannon	Curt Sobel	Alien Nation is a movie, of the genre <mask>.	Alien Nation is a movie, released 1988, of the genre <mask>.
3702	Mad Max	1979	Rodger Ward	Australia	George Miller	Byron Kennedy	Netflix	Clifford Hayes	George Miller	Brian May	Mad Max is a movie, of the genre <mask>.	Mad Max is a movie, released 1979, of the genre <mask>.
3703	Mad Max 2	1981	Mel Gibson	Australia	George Miller	Byron Kennedy	Warner Bros.	David Stiven	George Miller	Brian May	Mad Max 2 is a movie, of the genre <mask>.	Mad Max 2 is a movie, released 1981, of the genre <mask>.
3704	Mad Max Beyond Thunderdome	1985	Mel Gibson	United States of America	George Miller	Terry Hayes	Warner Bros.	Richard Francis-Bruce	George Miller	Maurice Jarre	Mad Max Beyond Thunderdome is a movie, of the genre <mask>.	Mad Max Beyond Thunderdome is a movie, released 1985, of the genre <mask>.
3705	Bird on a Wire	1990	Mel Gibson	United States of America	John Badham	Rob Cohen	Netflix	Frank Morris	David Seltzer	Hans Zimmer	Bird on a Wire is a movie, of the genre <mask>.	Bird on a Wire is a movie, released 1990, of the genre <mask>.
3706	Angel Heart	1987	Robert De Niro	Canada	Alan Parker	Elliott Kastner	TriStar Pictures	Gerry Hambling	Alan Parker	Trevor Jones	Angel Heart is a movie, of the genre <mask>.	Angel Heart is a movie, released 1987, of the genre <mask>.
3709	Sleepwalkers	1992	Mädchen Amick	United States of America	Mick Garris	Dimitri Logothetis	Columbia Pictures	O. Nicholas Brown	Stephen King	Nicholas Pike	Sleepwalkers is a movie, of the genre <mask>.	Sleepwalkers is a movie, released 1992, of the genre <mask>.
371	The Paper	1994	Jason Robards	United States of America	Ron Howard	David Koepp	Universal Pictures	Daniel P. Hanley	David Koepp	Randy Newman	The Paper is a movie, of the genre <mask>.	The Paper is a movie, released 1994, of the genre <mask>.
37113	Golden Boy	1939	Edward Brophy	United States of America	Rouben Mamoulian	Columbia Pictures	Columbia Pictures	Otto Meyer	Daniel Taradash	Johannes Brahms	Golden Boy is a movie, of the genre <mask>.	Golden Boy is a movie, released 1939, of the genre <mask>.
3714	Clara's Heart	1988	Whoopi Goldberg	United States of America	Robert Mulligan	Martin Elfand	Warner Bros.	Sidney Levin	Mark Medoff	Dave Grusin	Clara's Heart is a movie, of the genre <mask>.	Clara's Heart is a movie, released 1988, of the genre <mask>.
3715	Burglar	1987	Whoopi Goldberg	Canada	Hugh Wilson	Michael Hirsh	Warner Bros.	Fredric Steinkamp	Jeph Loeb	Sylvester Levay	Burglar is a movie, of the genre <mask>.	Burglar is a movie, released 1987, of the genre <mask>.
3716	Fatal Beauty	1987	Whoopi Goldberg	United States of America	Tom Holland	Samuel Goldwyn Jr.	Metro-Goldwyn-Mayer	Don Zimmerman	Dean Riesner	Harold Faltermeyer	Fatal Beauty is a movie, of the genre <mask>.	Fatal Beauty is a movie, released 1987, of the genre <mask>.
3717	Gone in 60 Seconds	2000	Scott Caan	United States of America	Dominic Sena	Jerry Bruckheimer	iTunes	Roger Barton	H. B. Halicki	Trevor Rabin	Gone in 60 Seconds is a movie, of the genre <mask>.	Gone in 60 Seconds is a movie, released 2000, of the genre <mask>.
3720	Sunshine	1999	Hanns Zischler	Hungary	István Szabó	Robert Lantos	InterCom	Dominique Fortin	István Szabó	Maurice Jarre	Sunshine is a movie, of the genre <mask>.	Sunshine is a movie, released 1999, of the genre <mask>.
37211	Go West	1940	Groucho Marx	United States of America	Edward Buzzell	Jack Cummings	Metro-Goldwyn-Mayer	Blanche Sewell	Irving Brecher	George Bassman	Go West is a movie, of the genre <mask>.	Go West is a movie, released 1940, of the genre <mask>.
3723	Hamlet	1990	Mel Gibson	United States of America	Franco Zeffirelli	Dyson Lovell	Warner Bros.	Richard Marden	Franco Zeffirelli	Ennio Morricone	Hamlet is a movie, of the genre <mask>.	Hamlet is a movie, released 1990, of the genre <mask>.
3724	Coming Home	1978	David Clennon	United States of America	Hal Ashby	Jerome Hellman	United Artists Corporation	Don Zimmerman	Waldo Salt	Paul McCartney	Coming Home is a movie, of the genre <mask>.	Coming Home is a movie, released 1978, of the genre <mask>.
3725	American Pop	1981	Ralph Bakshi	United States of America	Ralph Bakshi	Martin Ransohoff	Columbia Pictures	David Ramirez	Ronni Kern	Lee Holdridge	American Pop is a movie, of the genre <mask>.	American Pop is a movie, released 1981, of the genre <mask>.
37257	Compañeros	1970	Iris Berben	Spain	Sergio Corbucci	Antonio Morelli	Netflix	Eugenio Alabiso	Sergio Corbucci	Ennio Morricone	Compañeros is a movie, of the genre <mask>.	Compañeros is a movie, released 1970, of the genre <mask>.
37269	Will Penny	1968	Charlton Heston	United States of America	Tom Gries	Walter Seltzer	iTunes	Warren Low	Tom Gries	David Raksin	Will Penny is a movie, of the genre <mask>.	Will Penny is a movie, released 1968, of the genre <mask>.
3727	Near Dark	1987	Roger Aaron Brown	United States of America	Kathryn Bigelow	Steven-Charles Jaffe	De Laurentiis Entertainment Group	Howard E. Smith	Kathryn Bigelow	Tangerine Dream	Near Dark is a movie, of the genre <mask>.	Near Dark is a movie, released 1987, of the genre <mask>.
37287	Gertrud	1964	Vera Gebuhr	Denmark	Carl Theodor Dreyer	Jørgen Nielsen	Netflix	Edith Schlüssel	Carl Theodor Dreyer	Jørgen Jersild	Gertrud is a movie, of the genre <mask>.	Gertrud is a movie, released 1964, of the genre <mask>.
3730	The Conversation	1974	Harrison Ford	United States of America	Francis Ford Coppola	Francis Ford Coppola	Paramount Pictures	Richard Chew	Francis Ford Coppola	David Shire	The Conversation is a movie, of the genre <mask>.	The Conversation is a movie, released 1974, of the genre <mask>.
3732	The Fury	1978	John Cassavetes	United States of America	Brian De Palma	Frank Yablans	20th Century Studios	Paul Hirsch	John Farris	John Williams	The Fury is a movie, of the genre <mask>.	The Fury is a movie, released 1978, of the genre <mask>.
3735	Serpico	1973	F. Murray Abraham	United States of America	Sidney Lumet	Dino De Laurentiis	Paramount Pictures	Dede Allen	Waldo Salt	Mikis Theodorakis	Serpico is a movie, of the genre <mask>.	Serpico is a movie, released 1973, of the genre <mask>.
3736	Ace in the Hole	1951	Kirk Douglas	United States of America	Billy Wilder	Billy Wilder	Paramount Pictures	Arthur P. Schmidt	Billy Wilder	Hugo Friedhofer	Ace in the Hole is a movie, of the genre <mask>.	Ace in the Hole is a movie, released 1951, of the genre <mask>.
37375	Kitty Foyle	1940	Nella Walker	United States of America	Sam Wood	David Hempstead	RKO Pictures	Henry Berman	Dalton Trumbo	Roy Webb	Kitty Foyle is a movie, of the genre <mask>.	Kitty Foyle is a movie, released 1940, of the genre <mask>.
